Name,Cmpd number ,HTP Rank,Viable?,inherent CD86,inherent CD40,inherent MHCII,Keep?,Mods only MFI of BV421 (CD86),Mods only  MFI of AF488 (CD40),Mods only MFI of PE (MHCII),Pam3 MFI of BV421 (CD86),Pam3 MFI of AF488 (CD40),Pam3 MFI of PE (MHCII),Pam2 MFI of BV421 (CD86),Pam2 MFI of AF488 (CD40),Pam2 MFI of PE (MHCII),LPS MFI of BV421 (CD86),LPS MFI of AF488 (CD40),LPS MFI of PE (MHCII),Fla MFI of BV421 (CD86),Fla MFI of AF488 (CD40),Fla MFI of PE (MHCII),R848 MFI of BV421 (CD86),R848 MFI of AF488 (CD40),R848 MFI of PE (MHCII),cGAMP MFI of BV421 (CD86),cGAMP MFI of AF488 (CD40),cGAMP MFI of PE (MHCII),Poly IC MFI of BV421 (CD86),Poly IC MFI of AF488 (CD40),Poly IC MFI of PE (MHCII),Modulator only abs,Modulator only lum,Mods alone IL-1b (pg/mL),Mods alone IL-12 (pg/mL),Mods alone IP-10 (pg/mL),Mods Alone CCl4 (pg/mL),Mods Alone TNF (pg/mL),Mods Alone IFN-B (pg/mL),LPS - IL-1B,LPS - IL-12,LPS - IP-10,LPS-CCl4,LPS-TNF,LPS-IFN-B,PAM3 - IL-1B,PAM3 - IL-12,PAM3 - IP-10,PAM3- CCL4 - FOLD COUNTS,PAM3 - TNF,PAM3 - IFN-B,cGAMP - IL-1B,cGAMP - IL-12,cGAMP - IP-10 - fold counts,cGAMP CCL4 - Fold Counts,cGAMP - TNF,cGAMP - IFN-B,Fla - IL-1B,Fla - IL-12,Fla - IP-10,Fla-CCL4,Fla - TNF,Fla - IFN-B,R848 - IL-1B,R848 - IL-12,R848 - IP-10,R848 CCL4,R848 - TNF,R848 - IFN-B,PAM2 - IL-1B,PAM2 - IL-12,PAM2 - IP-10,PAM2 CCL4,Pam2 TNF,Pam2 - IFN-B,Poly IC - IL-1B,Poly IC - IL-12,Poly IC - IP-10,Poly IC- CCL4,Poly IC - TNF,Poly IC - IFN-B
Obatoclax Mesylate (GX15-070),S1057,29,0,0,0,0,0,2.101948264,0.330519979,2.672840258,2.196106576,0.321236354,2.777096588,155.2054984,4.482931564,49.06043811,0.795308761,0.483038114,0.85704859,31.36692152,3.294033139,11.42667535,54.33460154,0.951356909,13.31714606,2.934575322,0.147515141,2.09155646,3.400875547,1.239278067,2.358725762,0.116,452,9.29957458,2.18367106,288.620728,10303.177,5.20780506,0.223808,0.32200474,0,0.0525716,0.09588989,0.851637,0.21781096,0.13517784,0.00247105,0.00026926,0.1974529,0.13858249,0.00524155,1.20243752,0,0.07846474,0.74656869,0.97987714,0.55611413,1.56088654,0.0033799,0.03107081,0.48280124,0.38923526,0.57347096,0.00631389,0.00011175,0.34454666,0,0.006858303,0,1.01789234,0.02598835,0.03115823,0.49822816,0.16996955,0,1.4034053,0,0.09429297,1.36910436,1.38958173,0
Amuvatinib (MP-470),S1244,30,0,0,0,0,0,1.110619308,0.986602137,1.295479469,1.022337849,0.707761219,1.141469057,1.249307753,0.812085423,2.054895751,0.840780122,0.385963913,1.095420916,0.336802644,0.417105641,0.633173194,1.103753213,0.573135991,1.663802764,0.993171162,0.278188003,1.229230248,1.175109443,0.985989599,1.06232687,0.115,315,0,3.20297804,266.940629,1989.63674,0.45390043,0.42207097,0.63150856,0.48893,0.30772306,0.85964295,1.67999832,0.58587314,0.29444807,0.11619414,0.18442498,0.34643807,0.27769201,0.20239891,0.12740275,0.16136,0.31980513,0.76579899,0.17733346,0.06937015,0.5435621,0.23239679,0.37921059,0.62311709,0.66350231,0,0.00988536,0.0694523,0.95966486,0.76033346,0.251990556,0.307642873,0.08225766,0.27639693,0.65143644,0.7634643,0.45462791,0,0.49960357,0.01159998,0.1976299,0.20906675,1.09031407,0.27820063
CHIR-99021 (CT99021),S1263,31,1,0,0,0,1,1.326778653,1.350646285,1.777263312,1.345294698,1.598161416,1.339502603,0.846420095,0.758291539,1.382950647,0.884784664,0.590480721,0.979570753,0.786543679,0.746671775,1.251201042,1.033624679,0.44513462,1.124392977,1.22579224,0.68323239,1.440827399,1.49656035,1.388314469,1.243767313,0.118,149,1.11942502,3.27684362,113.331388,10422.9571,0.38797674,0.40354549,2.55989012,0.8396,4.30130755,0.89502018,1.8934974,1.47789541,0.54183839,0.15682539,0.33022807,0.78538876,0.7763765,0.29878786,0.0147118,0.22882,0.15548978,0.98190215,0.56074772,0.05192463,0.31526994,0.2628649,0.39925966,0.88214412,0.81635101,0.0009349,0.01516787,0.03624533,1.03519068,0.55823081,0.106165064,0,0.9356455,0.22440724,0.9112378,1.60686939,0.96849224,0,0.18386748,0.08963581,0.55347755,1.09991481,1.20374481,0.29843203
KU-55933 (ATM Kinase Inhibitor),S1092,32,1,0,0,0,1,1.319159743,1.212536151,1.216888022,1.92769355,1.750970299,1.025332562,1.471815665,1.03939492,1.137503299,1.549253253,0.83128695,1.210664534,0.855088048,0.503687386,0.673479358,3.493059126,0.956454688,1.555846096,1.285080404,0.804115158,1.166497118,1.398373984,1.536616702,1.162049861,0.113,282,6.52897215,6.20944491,2348.97405,10718.8919,0.67256808,0.81838189,17.2102524,6.0738,15374.2209,0.69980541,2.54986062,2.70588877,2.83149513,4.12155128,0.68014055,0.81872023,0.54154919,0.39922739,2.51202215,1.0211,2.27948438,3.87232465,2.17783121,113.551147,3.43779369,2.69624843,1.86886165,0.91299207,0.73267353,1.28153768,8.63599421,0.18047516,0.88522417,0.87308376,0.136244482,4.713391647,13.05241,4.55156857,2.36376802,1.7093753,1.0955944,0,0.90840038,0.29363146,3.09148964,1.83748458,0.58438061,0.25489667
BX-912,S1275,33,1,0,0,0,1,3.104596742,1.427846308,1.667235287,6.47133758,1.386114466,1.48340081,7.564082278,1,1.666930589,2.637485584,0.723066712,1.028094381,2.354540522,0.48769275,1.043318948,3.407712082,0.418574764,1.405677998,2.834502942,0.533145275,1.564937267,1.621638524,0.972774549,1.114496768,0.11,688,0,0.8886046,218.83496,649.134656,1.21748045,0.43988273,0.04720378,0.06357,0.04596956,0.59806077,0.0502733,0.90101036,1.83230797,0.02676438,0.0070494,0.21521854,0.17035697,0,0,0,0.00429517,0.11814135,0.24672391,0.01554952,0.23013284,0.0146697,0.02958332,0.34207287,0.16364448,0.90772606,0.00928017,0.00491286,0.38867677,0.00378971,0.00781555,0,1.5648968,0.04413113,0.00873734,0.5730726,0.34661133,0,0.45100954,0,0.18709473,0.14339448,1.02023556,0
"Rucaparib (AG-014699,PF-01367338) phosphate",S1098,34,1,1,0,0,0,1.758661974,1.304137402,1.202997441,2.002691307,1.76771455,1.090572585,1.572389241,1.135981233,1.211401425,4.114131341,1.006772221,1.24645071,0.91581907,0.93305239,0.73870206,1.829511568,1.221667702,1.532685842,3.050885861,1.195304074,1.504916921,3.471544715,1.131355154,1.292243767,0.105,96,5.02104892,4.29333058,152.042899,2264.50009,0.31111253,0.38782087,1.08835411,1.58136,0.28476458,0.53948437,1.3752384,0.77528974,1.13760848,0.7992039,1.71446916,0.82633131,0.99607094,0.30937796,0.07819995,0.08698,0.02840886,0.43174385,0,0,0.63321229,0.46840879,0.64030855,0.74498738,0.97172605,0.31489067,0.09150644,0.37789505,0.81284405,0.82844366,0.829282899,0,1.24073766,1.36415192,1.25582862,1.32711548,1.14370914,0,0.98571293,0.11307009,0.65565436,0.25249884,0.92024917,0
Chelerythrine Chloride,S1292,35,0,0,0,0,0,1.019845445,0.622557989,1.367491166,1.088723423,0.386946988,1.243724696,1.035106804,0.186296716,1.663763526,1.32996395,0.640897095,1.095420916,0.348285897,0.217699454,0.608989496,0.954241645,0.123460492,1.112065745,1.323976461,0.217622169,1.06951509,1.732332708,1.375099419,1.081717452,0.11,110,0.54581388,1.16582857,445.969647,2219.27965,2.42535387,0.1654034,0.12811175,0,0.55141752,0.96969038,0.095816,1.21934763,0.02947462,0.00352866,0.26662124,0.21372509,0.01405939,0.34259973,0.95365281,0,0.25112566,0.41973658,0.21166192,1.113008,0,0,0.6722621,0.22212176,0.0251034,1.63577664,0.02870413,0.01573512,0.8201095,0.57652319,0.072513655,0,0.13270503,0.050708,365.515484,0.72653378,0.07547537,68.6668672,0.04428507,0,0.72323718,0.47982294,1.23855576,0
Costunolide,S1319,36,1,0,0,0,1,1.176794979,0.971964823,1.355793835,1.093029515,0.423390359,1.280740312,0.915249209,0.42331338,1.428873054,0.883317846,0.339435691,1.003832567,0.291224782,0.271142611,0.585538637,0.70622108,0.125345385,0.831154277,0.955030368,0.250394093,0.883689386,1.303314572,0.977913735,1.167590028,0.12,110,1.40546472,1.17390798,0,873.430003,0.19086789,0.42014853,0,0.00753,0.01370731,1.02396991,0.06120024,1.79801787,0,0.00058414,0.01217838,0.17511215,0.00433958,0.14271542,0.44771561,0,0.0084703,0.12488027,0.12330042,0.0555072,0.0488404,0.00549761,0.01559036,0.11194254,0.00578614,0.68866042,0.00113707,0.00015021,0.19951962,0.0080567,0.001496277,0,0,0.01026647,0.04421815,0.46226951,0.0307074,0,0.30972321,0,0.16105139,0.18496745,0.45511517,0.34060035
GSK690693,S1113,37,1,0,0,0,1,1.285854225,1.085522045,1.227854271,2.006279717,1.592392388,0.863851938,1.425237342,1.047484226,0.930588546,1.131210101,0.765965992,0.9668333,0.818625758,0.779427258,0.547675271,1.383856041,1.050442307,0.821815465,1.228058029,0.562930391,0.923024754,1.444027517,0.980116243,1.079870729,0.093,86,3.1836962,8.27456975,144.753923,1704.70766,3.29621209,0.63593255,1.78289153,1.81081,0.15932603,1.09116729,1.93370689,0.51601693,0.55783232,1.22809157,0.02492698,0.49306305,0.78247418,0.07517096,0.21592507,2.56779,0.52159085,0.7539009,1.2494884,0.00199213,0.70923518,0.79226343,0.03884047,0.67515422,0.89054818,0.34401644,0.51825117,0.15906561,1.02353708,0.64670118,0.213950058,0,0.93746348,2.93778143,0.79003873,0.8004768,1.30458737,0,0.39580817,0.59867277,0.26341834,0.26989173,0.21371423,0
TW-37,S1121,38,0,0,0,0,0,1.357036607,1.365047512,1.248324601,1.860949134,1.487846347,1.317755928,1.797863924,0.999029283,1.593560306,1.371034856,0.955707822,1.094207825,0.786662063,0.745714012,0.776809706,1.230437018,0.805234862,1.23010833,1.385152783,0.339251639,1.04069176,1.836147592,1.3875803,1.361957525,0.112,253,4.41052587,1.63463311,53.9007151,4375.49129,1.7778867,0.68886557,47.2520472,2.03766,1.30667059,2.61907628,4.44175139,2.27324322,5.42325792,0.4527429,0.07329107,0.53060716,0.82740115,0.71592195,1.08893284,0.11772,0.59925779,0.92763329,0.39480947,1.49054683,7.48325132,0.36860623,0.47566435,0.76741866,0.46119126,1.02051486,6508.62473,0.04951498,0.97569996,0.23896393,0.553769095,0,11.0291582,0.65087023,0.33310178,1.1063663,0.81882905,0,0.74486403,0,0.15439957,0.54519324,0.75601596,0
Rigosertib (ON-01910),S1362,39,1,0,0,0,1,4.248739252,3.067225403,1.385402705,7.11402171,3.807699072,0.999884326,4.591969937,2.586232001,1.026128266,6.147287878,1.846483501,1.733506632,3.716667489,1.399003927,0.881850012,4.915784062,1.135091139,1.017556967,2.51691475,1.76636522,0.638860631,2.076297686,1.964637504,1.242382271,0.09,58,32.2070979,9.91531396,473.835391,25647.7163,1.00314839,0.4151304,24.0021483,4.02554,0.02596728,1.05426158,3.3098875,0.82250088,7.17359454,0.59042389,0.01199306,0.48195555,0.41371025,0.35613404,41.6188611,0.20417,2.03283714,3.78042494,1.32353287,2.5780562,12.9174218,0.25488317,0.05906964,0.68440321,0.49978176,0.2073027,0.41893144,0.00844758,0.67815535,0.04470334,0.022234397,0,14.733504,0.74216205,0.17697916,0.87521507,0.47267331,0,54.2042415,0.67564939,0.29537461,215997.126,2.80662077,0.27695541
Lopinavir,S1380,40,1,0,0,0,1,1.122156514,1.007377678,1.305349092,1.078675877,0.853253286,1.169230769,1.685719937,1.194547808,1.691211401,1.812840461,1.047209005,1.101486369,0.564810339,0.765348147,0.714029802,1.181696658,1.004305267,2.083302204,1.019983007,0.626317099,1.042048152,1.242026266,1.003609667,1.216989843,0.099,173,0,2.35225716,177.402311,2000.45885,0.37092269,0.51439899,0.47759946,0.60483,0.63684109,0.87040281,0.85515177,0.39016787,0.38454633,0.81454325,3.03890129,0.81807612,1.32348047,0.66439971,0.56581344,1.3407,1.35140661,1.2278726,0.86607406,2.12847024,0.15989001,0.67558743,1.24111622,0.89166158,1.00505715,0.30159628,0.05876348,0.06108445,1.00472405,0.76491966,0.81340255,0,1.93242564,1.35357164,1.50049747,1.29989344,0.94069314,0,0.74590947,0.03907053,0.26117439,0.3549464,1.18721647,0
Delanzomib (CEP-18770),S1157,41,0,0,0,0,0,1.214889526,1.054122647,1.317777507,1.745761191,0.674272716,1.790630422,1.348101266,0.343795502,1.824228029,1.008730791,0.385575098,1.116043458,0.930617077,0.618331577,1.337431805,1.641131105,0.345021098,1.901382144,1.40290147,0.218866672,1.323160393,1.687929956,1.414010401,1.264542936,0.113,1051,3.31413247,2.69009645,208.838857,7004.94677,1.20740029,0.3356544,1.21782919,0,0.03368045,0.52920874,2.95472514,1.38340984,0.54626171,0.00135991,0.00761844,0.35395178,1.35986147,0.16895642,1.07469966,0.03214,0.20211196,0.94213838,0.97037334,3.50586068,3.60857403,0.05372176,0,0.86041887,1.65830337,0,0.18610366,0.0032681,0.75882892,0.02738973,0.359744903,0,1.64156475,0.01537187,0.09724033,0.69061964,0.96180413,0,0.92356872,0.01756665,0.22232744,1.05633893,1.37112955,0
Axitinib,S1005,42,1,0,1,1,0,2.476580924,1.667237207,2.107712928,4.442450884,3.591149467,2.368536726,5.337223101,2.433748584,2.922670889,2.454866733,0.756116007,1.316809971,1.770907118,1.576860454,1.034280596,1.587249357,1.536701866,2.717967874,1.778644932,1.175972787,1.450322143,1.415259537,1.12401346,1.215143121,0.102,201,0.57184267,4.75824528,344.653777,3223.58332,2.71232127,0.06692332,2.57587616,3.09223,0.52523039,0.55074517,1.73901075,2.2327781,0.74803647,0.72866645,0.8481504,0.77106374,0.56756992,0.24410537,0.8265722,1.58602,1.83951904,1.14693554,0.64863401,12.4136627,1.30952098,0.96176339,0.41787751,0.86233652,0.90366237,0,0.10970063,0.28596937,1.02079645,0.76562159,0.152485391,0,1.31163862,1.11255606,0.6193006,1.16561456,0.82958637,0,0.37316419,0.19486496,0,0.40229845,0.57606097,0
BMS-536924,S1012,43,1,1,1,0,0,2.482240685,1.011863306,1.329474839,3.293083341,1.3022525,1.43805668,3.801028481,1.078547161,2.706782792,4.961805508,1.952759662,2.860467906,1.755043654,0.678766402,0.94047716,4.049151671,0.555015315,1.449010086,4.719639991,0.432008629,1.459477789,4.472795497,1.393453656,1.166666667,0.096,68,0,2.3586037,181.134762,10881.8029,2.22673293,0.22865177,4.34712979,0.23469,0.00345865,0.92043753,0.33882372,0.52695754,5.35876324,0.19192749,0.00842762,0.27470047,0.09500374,0.16150433,0.83768763,0.39696,0.00780367,0.99193081,0.38097317,0.11854319,3.75758075,0.09874122,0.08533234,0.63018199,0.03827074,0,0.33024272,0.02498802,0.55242929,0.00560839,0.016666266,0,6.87610455,0.29497786,0.04380492,0.70438812,0.17037015,0,0.59604748,0.00074035,0.46889941,4.31992304,0.32799648,0
Tivozanib (AV-951),S1207,44,1,0,1,0,0,1.379893335,1.823762026,1.118557329,2.169911187,2.25498634,1.202082128,1.816257911,1.497573208,1.738189496,3.707382689,1.323527024,2.079844031,0.631697331,1.122785174,0.710854165,1.832802057,1.337502945,1.559581621,1.718223873,1.103376753,1.537470329,1.808005003,4.240562863,1.278855032,0.142,121,11.7849867,2.43028207,176.081664,4716.83831,0.82792771,0.22635296,0.29228968,0.081,0.1260008,0.58088432,0.29545816,1.00470408,0.51991405,0.06090921,0.18723436,0.29116527,0.1195962,0.34714167,0.6152063,0.48521,0.90879087,0.89367695,0.28820755,0.92336721,1.75177236,0.28215915,0.38451907,0.5966719,0.09657445,0.55095746,0.12953469,0.26095952,1.02630233,0.64891507,0.764702144,5.642565803,0.67398064,0.31826045,0.87566008,0.76005418,0.16367569,0,0.16664038,0,0.54881133,0.42627756,0.76035506,0
"Tozasertib (VX-680, MK-0457)",S1048,45,1,0,0,1,0,2.210136778,1.338133743,1.419398075,2.108908226,1.957388929,1.637015616,3.012163766,1.565361592,2.357350224,1.837776368,1.557593789,1.666180097,1.721777734,1.001340868,1.11904568,1.985398458,1.08102898,1.754202465,2.359442364,1.185348046,1.985079688,1.916823014,1.675374732,1.521237304,0.104,150,0,2.26064175,234.50723,1965.55668,0.67027223,0.1597305,0.98276727,0.68506,0.39644656,0.71631585,0.19645921,0.71261885,0.46378529,0.18541032,0.21346584,0.3079762,0.14826193,0,0.06701013,0.12049,0.47207156,0.68958165,0.23710564,3.73526399,1.12817135,0.13864786,0.03839834,0.62405089,0.19066978,0.26857375,0.08796602,0.13454585,0.99366155,0.69023551,0.061116528,0.391866587,0.50997496,0.43916172,0.43559605,0.75132312,0.25955756,0,0.04563804,0.00251726,0.1826308,0.2398166,0.48401617,0
Crizotinib (PF-02341066),S1068,46,0,0,0,0,0,2.084533614,1.790946113,2.245156574,1.861666816,2.551317379,1.783689994,4.179588608,2.057757644,2.349960412,1.559667661,2.030133892,1.863913884,0.720722143,0.555693899,0.819558668,1.789203085,0.38631739,2.262607396,1.958775215,1.114992118,1.335028823,1.889931207,2.228938513,1.418282548,0.093,50,1.13573355,1.53920699,0,4128.75809,0.23980015,0.09420568,8.65655346,1.22231,0.01808709,0.52624654,1.33855715,0.9611627,3.47356914,0.10351957,0.00749819,0.22242627,0.25202908,0.03377181,0.48963622,0,0.27636867,0.84292894,0.09890415,1.14891635,5.92381897,0.27280951,0.00477421,0.52472365,0.42034085,0.0950121,0.00326811,0.00029672,0.22785234,0.00629534,0.001486498,0,10.0909705,3.01307819,0.10554466,0.72156259,0.95070105,0,0.78283013,0,0,0.60090719,0.98929737,0
PD173074,S1264,47,0,0,0,0,0,2.014439647,1.432095851,1.569270135,2.852785503,8.772158578,0.303990746,2.60897943,2.426468209,1.423066772,2.162236527,1.95677742,2.431640339,1.512829872,2.8147687,0.523735852,1.700565553,0.885128623,1.58946582,2.404758158,1.386210902,1.443540183,1.888055034,1.385377791,1.131578947,0.09,129,0.27098189,94.6010951,3601.06805,12127.255,1.3292128,0.03622029,2.25513292,6.74717,17419.6602,2.38107179,0.8297373,1.88486242,0.62774576,3.50093997,6.72221979,0.85810469,0.49885663,3.38935609,0.97695596,9.87814,2.0787229,2.28057301,0.80655283,33.6045159,2.08851405,10.0479772,1311.98354,1.64031019,0.56946779,23.9763641,0.28863089,0.1592167,0.97109289,0.67059711,0.077644763,0,6.71000459,40.1179393,817.57302,1.91818004,1.88301914,793.642699,1.24018067,0.58914251,1.01965094,0.63190998,0.81232543,0
Cilnidipine,S1293,48,1,0,0,1,0,1.07448391,0.993920793,1.245034726,1.262761281,1.466318024,1.228455755,1.136273734,0.96246562,2.046978094,1.521677073,1.292421806,2.199333467,0.547999803,0.757973374,1.030860679,0.953419023,0.704692955,1.289876728,1.206155395,0.680411516,1.505595117,1.505941213,1.193759559,1.286241921,0.095,201,0,1.45025626,0,2643.24849,1.36933845,0.06689195,0.40995247,0.15217,0.21396261,1.3416347,0.41428861,0.55774997,0.26707094,0.2764347,1.39397751,0.68306943,0.67546125,0.1785105,0.05483985,0.24056,0.11825836,0.69116345,0.23324366,0.02211952,0.09794197,0.2344373,0.63878742,0.74752236,0.62603954,0.68276105,0.36157116,0.18540733,0.84267163,0.88804003,0.239138645,0.39296143,0.6650265,0.66427371,1.59093502,1.25578827,0.55279568,0,0.37134822,0.01545539,0.2241871,0.27074179,1.06158137,0
OSU-03012 (AR-12),S1106,49,0,0,0,0,0,1.347240866,1.199787523,1.424150116,1.380461111,1.64558001,1.203470214,1.386075949,1.337324058,1.814198997,1.19120296,1.149856224,1.794767713,0.760499186,1.121923187,0.969057894,1.277326478,0.55175959,1.634292118,1.566415961,0.482037667,1.587995931,1.584115072,1.327378403,1.121421976,0.096,412,4.09763032,0.20304085,155.496526,2461.3405,1.34765699,0.12373088,1.28140086,3.02033,0.25828448,0.01672436,0.85741744,2.69281169,0.54779048,0.56962307,0.66730843,0.63432617,0.65995251,0.08336295,0.53799968,0,1.10721506,0.86663147,0.20290806,2.47303381,0.98914345,0.35594728,0.31715929,0.73875873,0.6714346,0,0.12101932,0.12929614,0.89751662,0.4427,0.231730898,0,1.71422031,1.32435086,0.89811632,1.17979178,0.88391554,0,0,0.32564582,0.20332543,0.61206838,1.09977682,0
Mocetinostat (MGCD0103),S1122,50,0,0,0,0,0,6.112759859,1.581065927,2.268551237,8.629407015,1.160418841,1.42556391,16.72043117,1.011486814,5.059382423,1.384676264,0.530732781,1.022635473,1.933685197,0.428981898,0.801481964,9.190951157,0.445605843,2.544639522,13.93460679,0.515888161,2.759579518,3.277673546,1.292872438,1.154662973,0.101,275,0,18.2400428,519.215553,10727.4659,0.42405016,0.16714218,5.2680899,0.13149,0.47049674,0.61500351,2.22674762,1.09745184,0.86082337,0.00622823,0.11198144,0.95820034,0.65500682,0.16432431,1.33706721,0.36365,0.1147938,1.05882,0.45844068,0.05565185,2.53381102,0.10746037,0.22169901,1.53331592,1.06610412,0.44310932,0.72561489,0.0076679,1.01170903,0.28191638,0.05713553,0,4.49786125,0.04642008,0.56881667,1.89666711,0.86698455,0,1.14820435,1.10853181,0.49038251,1.16004671,0.70959649,0
Brivanib Alaninate (BMS-582664),S1138,51,1,0,0,0,1,1.160468744,0.963937909,1.272084806,1.175562932,1.33180118,1.096124928,1.097112342,0.848568193,1.82581156,3.886627858,0.807569221,2.002812771,0.413041977,0.632793794,0.681540591,1.087917738,0.629125881,1.340306313,1.171790918,0.391354849,1.442183791,1.303314572,1.110798409,1.208217913,0.106,515,1.72038154,1.9518286,1356.77669,1791.67392,2.08482681,0.22744497,1.03328567,0.46418,3.31421237,0.15990714,0.38080556,2.22283214,0.95185701,0.43982693,2.9534478,0.53353235,0.31869688,0.3461787,0.56466392,0.13387,0.69533015,0.5637911,0.06863569,0.65844675,0.62719349,0.42818099,2.34342279,0.66018639,0.2203319,0.68041457,1.66414542,0.07013896,0.9358855,0.77158542,0.035967428,0,0.62787927,0.82940341,4.49096763,0.94645661,0.17831811,0,0.2708097,0.03667787,2.42745432,0.27003391,2.10745743,0
Mianserin HCl,S1382,52,1,0,0,0,1,1.326996336,1.224812607,1.306445717,1.641338477,1.581839288,0.974898785,2.174643987,1.391522407,2.364740037,1.549253253,1.109030625,1.735932813,0.715631628,0.793889474,0.790000814,1.057275064,0.923554737,1.094508778,1.241275136,0.967559944,1.380807053,1.305190744,1.203303763,1.260387812,0.095,230,0,1.70147256,309.052475,1458.94902,4.14579909,0.32663319,0.54858639,1.23979,1.64945413,0.69795585,0.82242587,4.04555202,0.80427678,0.82318361,1.47278279,0.78590365,0.69614452,0.06866422,0.25277711,0.33582,0.41274302,0.61177421,0.17871057,0.06620996,0.70369109,0.50182529,1.14685452,0.80018411,0.74364876,0.46219754,0.32279203,0.28011181,0.85237052,0.69025814,0.174040305,0,0.7842859,1.08787799,1.55040537,1.10862296,0.72072032,0,0.3662258,0.02358758,0.08333242,0.30886339,0.6273464,0
Bortezomib (PS-341),S1013,53,0,0,0,0,0,1.132387621,0.767278522,1.435481906,1.356418767,0.47320099,1.537073453,1.256131329,0.187024753,1.965690156,1.541625799,0.880925694,1.762620809,1.66826814,0.241835073,0.653448416,1.677943445,0.135455266,1.492342174,1.271863297,0.200945823,1.403865717,1.621013133,1.115937596,1.208217913,0.1,238,11.9745507,0.40117018,208.218286,6041.71064,1.00952574,0.33146289,1.03319801,0,0.03087944,0.35006718,1.04071706,0.43631112,0.33689263,0,0,0.24778116,0.38132819,0.04455913,2.00880947,0,0.02800989,0.71545015,0.45839483,2.2945224,5.63869172,0,0.02470589,0.6914038,1.22557155,0.63228711,0.08200239,0.000080118,0.48428708,0,0.116668684,0,1.57371895,0,0.13968471,0.60766236,0.40905596,0,0.87710292,0,0,0.61082981,0.65692277,0
"Ridaforolimus (Deforolimus, MK-8669)",S1022,54,1,0,0,0,1,1.257337735,0.958507938,1.400389911,1.241230824,1.037580761,0.84719491,2.134295886,1.018605404,1.578780681,1.526810936,0.720085796,1.444184496,0.704740295,0.651757494,0.755313085,1.517326478,0.644676248,1.455734031,1.305472512,0.473740977,1.347236351,1.262664165,1.047659835,1.085410896,0.109,169,0.78049929,0.42445542,501.757901,1413.6556,0,0.35061772,0,1.49727,1.18365817,0.86840172,1.07940081,0.97338216,0.25442748,0.45023575,1.27728651,0.36813428,0.80932217,0.18749854,0.08631004,0.20154,0.89566586,0.50945596,0.2092767,0.29168679,0.13048653,0.44505054,2.26521318,0.66524567,1.17262822,0.24478631,0.06226381,0.12671308,0.85031377,0.6863905,0.087598198,0,0.703272,1.15142125,2.2318583,0.78711159,1.15209971,0,0.25267748,0,0.73752661,0.21488225,0.19878884,0
